track_id,track_name,artist_name,album_name,release_year,track_genre,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
34sG9UnKMObs0ostkjv2ar,Last Moon,Vera Moon,Burning Road,1999,metal,59,126189,FALSE,0.494,0.658,3,-15.242,1,0.105,0.688,0.145,0.1,0.41,134.97,4
dBm8sEyozjargz1kagFrEb,Silent Lights,Luna Soul,Silent Shadows,2019,ambient,36,216867,FALSE,0.448,0.338,3,-22.635,1,0.001,0.643,0.368,0.054,0.705,70.62,4
fJoKQ0Ear0HMCk3V91spp4,Crystal Echo,Leo Star,Crystal Story,2021,country,29,96400,FALSE,0.568,0.708,11,-10.589,1,0.019,0.194,0.257,0.107,0.189,83.06,5
idkXFh9qa5bI9JKyhJ3f2z,Neon Rhythm,Orion Moon,Summer Journey,2019,edm,95,220662,FALSE,0.936,0.751,6,-11.208,0,0.11,0.37,0.231,0.019,0.704,143.51,4
wGAz6fV3OyjQDjw7qlQm51,Blue Stars,Mira Stone,Dreaming Rain,1996,k-pop,68,208885,FALSE,0.61,0.852,2,-10.52,0,0.027,0.179,0.183,0.303,0.73,89.84,4
LxzaLJ5FCemuxwyViuktQc,Last Dance,Leo Vale,Dreaming Lights,2006,country,60,240101,FALSE,0.357,0.554,4,-16.982,1,0.018,0.69,0.364,0.098,0.606,107.88,4
w7Kezi6snIAgY0UMyHGkfp,Velvet Rain II,Avery Beat,Wild Sunrise,1998,electronic,70,272120,FALSE,0.753,0.812,1,-10.602,1,0.022,0.023,0.076,0.01,0.375,142.96,4
Gupsjc6e3aWuGrEBGyHZAw,Hidden Journey Again,Skye Wave,Silent Sky,2012,folk,80,298996,FALSE,0.377,0.447,1,-16.309,0,0.064,0.619,0.124,0.054,0.304,109.01,5
Id5vdXOMdUNXZnn5GBrNUa,Endless Echo,Maya Hart,Golden Signal,2010,rock,74,246264,FALSE,0.718,0.823,3,-15.41,0,0.117,0.213,0.223,0.152,0.586,107.28,5
UCGUOksw6SwTTyy3IjSKFS,Electric Rain,Milo Stone,Burning Hearts,2018,rock,35,238207,FALSE,0.631,0.785,10,-9.268,0,0.046,0.301,0.267,0.017,0.429,126.09,4
UptMdtS8GyBQHbHyR27LwB,Northern Story,Luna Lane,Electric Signal,2005,classical,11,199955,FALSE,0.23,0.309,10,-20.742,1,0.024,0.848,0.829,0.187,0.451,98.12,4
ns1JkwacuCXi0oiRWLhhyB,Last Fire II,Ivy Gray,Hidden Moon,2004,latin,76,211547,FALSE,0.867,0.838,11,-9.538,1,0.015,0.075,0.092,0.027,0.668,94.28,3
h8ttsClAndwPVvuWQZ4Y6z,Broken Dance,Remy Beat,Silver Moon,2008,pop,92,306855,FALSE,0.99,0.598,2,-17.619,1,0.009,0.428,0.161,0.059,0.808,122.39,4
YAyHTKpuUmFHUSCtwznMmO,Last Love Again,Remy Gray,Falling Road,2009,punk,42,205530,TRUE,0.412,0.826,9,-16.46,1,0.089,0.405,0.114,0.108,0.498,151.42,3
Gd5LxEMqrzqUgZvIjxUqiG,Dreaming Road,Remy Wave,Endless Memory,2000,latin,100,319095,TRUE,0.872,0.884,5,-11.361,1,0.344,0.209,0.06,0.163,0.683,125.33,4
iltvwpdGwvq5LzmX3c5RgU,Endless Hearts Forever,Atlas River,Endless Waves,1997,blues,50,243112,FALSE,0.576,0.479,1,-22.483,0,0.037,0.63,0.121,0.022,0.232,90.31,4
JwPzBAXNx5X5TyVuqB8JxC,Northern Waves,Maya Fox,Last Rhythm,1998,classical,87,290233,FALSE,0.439,0.214,4,-23.015,1,0.038,0.961,0.575,0.167,0.682,99.4,4
c4IfbuUj0oEmCCaJW6u229,Neon Love,Kai Vale,Summer Lights,2014,latin,54,221284,FALSE,0.843,0.735,4,-11.25,0,0.06,0.475,0.147,0.135,0.963,99.32,4
T2eb6GFCAQJkMPhxXMicKC,Silent Memory,Echo Blue,Silent Echo,2000,blues,42,242217,FALSE,0.453,0.182,11,-23.22,0,0.317,0.616,0.079,0.313,0.526,111.22,4
haZ6jSHe42JRyXB9dk8rtX,Hidden Road,Vera Ray,Golden Road,2024,hip-hop,75,148946,TRUE,0.869,0.457,2,-19.789,0,0.476,0.636,0.141,0.129,0.327,117.78,5
ZLfctj1mr8YnxFP628coId,Wild Sunrise Forever,Vera Sky,Velvet Echo,1998,electronic,75,169629,FALSE,0.909,0.934,11,-10.835,0,0.065,0.18,0.009,0.112,0.227,142.92,3
PYoVS3kS6VlYgKEGGbF6Br,Silent Sunrise,Nova Sky,Broken Journey,2000,electronic,95,229972,FALSE,0.843,0.836,11,-8.769,1,0.135,0.296,0.136,0.266,0.617,127.84,4
RwLANYwFcTECHnLUvixmxM,Summer Moon,Echo Soul,Velvet Fire,2008,house,72,272962,FALSE,0.823,0.565,2,-11.077,1,0.06,0.531,0.475,0.183,0.839,121.41,4
WgYmBBYrovwlkoCvySo4Uk,Golden Fire Forever,Maya Moon,Northern Waves,2002,r-n-b,58,159280,FALSE,0.932,0.416,3,-23.231,0,0.049,0.706,0.166,0.153,0.53,128.71,3
SnmXe0V9P2h3jthyUqYLM6,Wild Stars,Avery Sky,Summer Echo,2009,pop,82,155934,FALSE,0.807,0.4,11,-19.463,1,0.05,0.535,0.606,0.095,0.247,121.79,4
AWWLVJxTZ0nPaJJw92cmm3,Dreaming Rhythm,Leo Miles,Hidden Hearts,2026,r-n-b,65,260134,FALSE,0.727,0.401,6,-23.876,1,0.18,0.591,0.022,0.084,0.47,87.53,3
NqLqhprib6Fy5ny0Nypcfk,Burning Story,Elio Vale,Lost Hearts,2007,hip-hop,63,208027,FALSE,0.585,0.392,5,-19.073,1,0.514,0.585,0.017,0.314,0.69,84.27,3
oPFFK1yZW74XpWTrQpGXlu,Midnight Sunrise,Remy Miles,Burning Memory,2026,indie,14,255661,FALSE,0.623,0.738,9,-10.767,0,0.06,0.372,0.327,0.265,0.128,140.63,4
4StILEDdCvY1Ub0yz61dwU,Neon Echo II,Nova Hart,Neon Signal,2024,punk,51,204566,FALSE,0.836,0.706,6,-11.963,1,0.062,0.535,0.052,0.301,0.462,182.37,4
ik3Q5ZuZksniflhxed9feb,Golden Stars,Maya Moon,Neon Rain,1999,k-pop,19,255254,FALSE,0.781,0.605,1,-17.22,1,0.088,0.825,0.011,0.064,0.734,113.62,4
CQO4gs9JprvIrMBLjM5iuQ,Last Dance,Nova Gray,Neon Rhythm,2019,rock,68,192953,TRUE,0.525,0.767,6,-13.316,1,0.035,0.052,0.112,0.157,0.474,124.14,4
DuEID87FBKlAnifKaOAwVH,Wild Journey Forever,Atlas Gray,Last Dance,2016,rock,76,225249,FALSE,0.394,0.76,8,-7.378,0,0.055,0.143,0.543,0.155,0.261,143.16,4
vNS1y5tmxGPZns6Bo9B944,Falling Shadows,Aria Echo,Crystal Sky,1999,edm,78,271295,FALSE,0.732,0.818,11,-11.755,0,0.063,0.183,0.16,0.009,0.543,139.96,3
e5KXbb0gjGLoBPBxeCXM3h,Falling Love Forever,Leo Beat,Broken Journey,2016,latin,71,203536,TRUE,0.8,0.821,0,-12.22,1,0.243,0.188,0.371,0.153,0.666,111.95,5
cg1DMLRplc1nJCkzfkiZJ5,Summer Dance Forever,Zara Beat,Golden Echo,2012,latin,70,134133,FALSE,0.778,0.862,7,-12.501,1,0.198,0,0.023,0.181,0.549,96.91,4
tiTbw8kxnTCK6GTgn61Oxm,Electric Hearts Tonight,Remy Bloom,Falling Dreams,2012,pop,86,216969,FALSE,0.774,0.517,10,-23.345,1,0.242,0.457,0.142,0.146,0.556,120.65,4
riqjlQicHrCinBQzHGqrAb,Wild Story,Luna Moon,Hidden Hearts,2024,country,48,229037,FALSE,0.591,0.378,3,-21.785,0,0.152,0.383,0.068,0.119,0.208,103.17,4
Wq588TcwB7HHjXuf9lbeCg,Summer Moon,Milo Bloom,Endless Memory,2019,blues,57,241560,FALSE,0.273,0.51,10,-14.854,0,0.077,0.567,0.068,0.024,0.764,104.8,4
mbyyImSQClFPxqFwyvsSCC,Midnight Dance,Ivy Rhythm,Burning Story,2026,electronic,93,192859,FALSE,0.839,0.799,1,-12.269,1,0.033,0.247,0.046,0.071,0.786,130.87,3
aLqqc6gVouqZcvrql4xzx8,Neon Signal,Atlas Bloom,Neon Sky,2006,folk,55,273050,FALSE,0.54,0.394,4,-21.463,0,0.058,0.46,0.243,0.023,0.378,115.8,3
icPVTXXLG1vgUr8z0cOBCq,Dreaming Road,Maya Sky,Velvet Moon,1995,reggae,66,125703,FALSE,0.582,0.622,10,-10.437,0,0.114,0.413,0.059,0.284,0.864,107.99,3
ksKtqk56hvIxSqduLlYaeF,Last Sky Again,Ivy Vale,Crystal Dance,2012,soul,55,233691,FALSE,0.633,0.61,6,-17.754,0,0.31,0.447,0.045,0.161,0.769,107.99,4
gvKOBfX63Uy2Ei0t6w1HCs,Dreaming Stars Tonight,Atlas Gray,Wild Dance,1998,jazz,67,253165,FALSE,0.391,0.451,5,-17.723,0,0.045,0.469,0.518,0.092,0.658,110.99,4
IRUbFfSZ1LM5LBUK0G1ccg,Last Lights III,Kai Bloom,Hidden Echo,2009,r-n-b,87,317807,FALSE,0.701,0.36,6,-18.418,0,0.151,0.655,0.047,0.207,0.568,98.25,5
fuWGIAsLN3M9ZeyxalVvjr,Falling Love Tonight,Nico Fox,Silent Love,2015,ambient,68,89030,FALSE,0.408,0.099,1,-27.874,1,0.209,0.803,0.474,0.045,0.248,108.49,4
eReGT6raSae91RZefsb3dH,Neon Sunrise Forever,Mira Vale,Neon Sunrise,2015,country,100,273405,FALSE,0.525,0.608,10,-13.309,0,0.031,0.587,0.203,0.238,0.404,121.36,4
70goBjJahcsVk9qcuUge0K,Endless Signal,Orion Ray,Silver Moon,2008,ambient,85,229321,FALSE,0.291,0.521,10,-24.156,0,0.314,0.571,0.527,0.509,0.482,103.24,4
Eyo8Gie05VhgmUVZgj35Sg,Northern Road,Zara Rhythm,Wild Memory,2024,pop,57,246418,FALSE,0.797,0.544,0,-19.933,1,0.197,0.746,0.174,0.107,0.518,105.55,4
MSlNrWXM6HbLWggq0G82IQ,Dreaming Road Forever,Sage Vale,Summer Hearts,2019,r-n-b,50,252378,FALSE,0.647,0.731,4,-13.014,1,0.064,0.429,0.046,0.239,0.324,88.69,4
X5L37lyld7552OG9INnUYQ,Summer Rain Tonight,Luna Ray,Dreaming Sunrise,2020,indie,62,206655,FALSE,0.427,0.735,5,-15.405,1,0.246,0.213,0.35,0.216,0.794,98.59,4
6ZpNHMMNFQGbc74KkWixua,Hidden Sky,Milo Gray,Lost Shadows,2025,ambient,47,238026,FALSE,0.448,0.175,3,-27.181,1,0.087,0.742,0.233,0.072,0.407,89.74,3
OxaOINUDZwHjMqRX15hi5x,Falling Lights,Vera Fox,Crystal Dance,2009,classical,44,313872,FALSE,0.445,0.22,0,-25.649,0,0.09,0.953,0.045,0.221,0.597,79.37,3
CMXoWPdvs25YGEtVfqiEsm,Last Signal,Avery Sky,Hidden Hearts,2001,k-pop,64,193208,FALSE,0.752,0.728,6,-10.166,1,0.292,0.506,0.173,0.184,0.855,112.24,5
S9Jr1qsZ2vT5XaPk0e9kAo,Midnight Rhythm,Kai Rhythm,Hidden Lights,2017,house,94,165489,FALSE,0.786,0.946,9,-3.498,0,0.256,0,0.262,0.162,0.883,144.4,4
WYRUevOXK0qjfKPrWTwoUP,Summer Stars Again,Jade Ray,Broken Hearts,2024,house,50,219583,FALSE,0.814,0.492,5,-23.761,1,0.018,0.784,0.072,0.021,0.767,114.21,3
1uFG9zaAIGF5YpwPzAkpT0,Wild Memory Forever,Remy Stone,Summer Road,1995,house,44,115620,FALSE,0.773,0.761,9,-4.564,0,0.101,0.237,0.115,0.137,0.785,145.73,4
cSHZgfJ2zX41FRGPJGBOU4,Endless Signal Tonight,Vera Rhythm,Midnight Sky,2023,metal,25,206812,FALSE,0.418,0.808,7,-10.18,0,0.114,0.168,0.155,0.138,0.504,167.85,3
QSHJ5CxHZReCTn9Y0fJGM0,Falling Echo,Zara Hart,Falling Rhythm,2019,rock,90,124596,FALSE,0.662,0.81,4,-10.044,1,0.08,0,0.153,0.106,0.448,135.21,4
Ld27885TdCpnZYGTin1BHC,Burning Dreams,Mira Soul,Midnight Memory,2026,latin,79,238234,FALSE,0.917,0.621,9,-18.699,1,0.096,0.145,0.184,0.09,0.767,93.03,4
OmUaC8zQGntGgzzZh0zOIs,Lost Signal II,Kai Rhythm,Midnight Echo,2009,reggae,60,176781,FALSE,0.7,0.54,11,-12.598,1,0.115,0.436,0.108,0.16,0.99,104.01,4
H9Tfy8zm1MIAhxB5tjA9Dx,Northern Dance,Atlas Fox,Last Fire,2009,soul,97,325847,FALSE,0.653,0.387,3,-21.052,1,0.126,0.595,0.079,0.228,0.516,91.44,4
wFKJm4IS25PWDTtSf4pOaj,Dreaming Rain Again,Sage Soul,Midnight Waves,2010,rock,75,176912,FALSE,0.608,0.687,11,-17.919,0,0.281,0.264,0.225,0.14,0.292,117.78,4
5HutZrjJ9lpDmOphq55FyY,Wild Echo,Sage Vale,Lost Rain,2000,edm,43,273836,FALSE,0.848,0.923,8,-9.84,1,0.069,0.31,0.097,0.15,0.711,145.54,4
gNKCprUefyWOKHgueVUqst,Midnight Stars,Atlas Star,Dreaming Fire,2019,k-pop,48,267832,FALSE,0.76,0.467,10,-19.725,0,0.123,0.835,0.297,0.223,0.724,157,4
JN3xo5PVBByUn8kCtNQ4Wp,Silent Sky,Avery Rhythm,Velvet Moon,2003,metal,100,218213,TRUE,0.507,0.99,5,-8.285,0,0.307,0.013,0.031,0.118,0.169,155.59,4
1OuaLfLVqonnhpOsWYVHt5,Neon Memory,Mira North,Falling Echo,1998,reggae,76,328137,FALSE,0.751,0.415,2,-16.293,1,0.09,0.889,0.114,0.027,0.6,97.79,4
VPYq9qOk4uXuXCdlQlrHph,Golden Fire,Luna Miles,Burning Sunrise,2024,ambient,75,213453,FALSE,0.105,0.078,8,-28.333,1,0.123,0.85,0.164,0.193,0.75,87.23,3
u0dW4CtW8h76idSeLeQofe,Burning Rain Again,Remy Sky,Falling Echo,2010,classical,73,194347,TRUE,0.223,0.126,2,-30.754,1,0.258,0.956,0.232,0.291,0.393,113.21,4
pIERnOVypIJfJjJ5HVt5Y4,Dreaming Signal,Kai Rhythm,Midnight Story,2026,r-n-b,79,183328,TRUE,0.601,0.902,6,-7.494,1,0.224,0.065,0.219,0.099,0.706,79.71,5
gwgFkaiB7orpwStO36IS4W,Broken Memory III,Nico River,Endless Road,2002,classical,41,177293,FALSE,0.286,0.133,3,-27.217,1,0.119,1,0.74,0.211,0.355,71.75,4
v6ui67tKkNQSJRIYlDzHiu,Neon Road Again,Avery Ray,Summer Lights,2006,r-n-b,36,174799,FALSE,0.797,0.626,7,-19.074,1,0.007,0.563,0.119,0.037,0.74,66.3,4
pfSuc5dmbDLteh5X6GHWMB,Neon Echo Forever,Kai North,Midnight Story,2009,pop,53,169698,FALSE,0.738,0.823,3,-9.485,0,0.007,0.217,0.15,0.47,0.451,118.74,4
3GlvTYxjlgRFBPZXiK2Vuy,Lost Lights Forever,Jade Soul,Hidden Journey,1998,soul,53,225909,FALSE,0.518,0.616,6,-17.838,0,0.292,0.488,0.031,0.119,0.676,106.73,5
kSALaO4GCs7cri1D5PIGmI,Endless Signal,Avery Fox,Wild Rain,1995,pop,51,254120,FALSE,0.815,0.385,8,-19.108,1,0.14,0.944,0.145,0.042,0.412,110.81,5
WO9iHFHdDsMoAMdWSde0r1,Burning Hearts,Nico Fox,Endless Stars,2009,metal,61,218092,TRUE,0.399,0.919,3,-8.719,1,0.047,0.105,0.041,0.161,0.576,157.54,3
YYINabcj9NWs6m3bbeXpBD,Lost Rhythm Tonight,Aria Moon,Wild Dance,2025,classical,57,205965,FALSE,0.301,0.296,9,-21.999,0,0.073,0.822,0.45,0.186,0.285,93.17,4
nPsUXmMEsK9a71GLwiJYoS,Wild Love,Ivy Gray,Endless Moon,2019,k-pop,38,259031,FALSE,0.7,0.563,4,-21.033,0,0.051,0.211,0.037,0.22,0.568,102.67,4
G0gKxXF9AQg5jxZ7EEd8bb,Velvet Love II,Mira Star,Wild Rain,2011,soul,50,225509,FALSE,0.636,0.752,5,-10.374,1,0.105,0.468,0.03,0.301,0.631,95.92,4
AFGSLFe43ls8tYW1aDJZnt,Silent Sunrise,Luna Moon,Silver Journey,2020,r-n-b,38,253590,FALSE,0.855,0.502,11,-16.312,0,0.006,0.512,0.331,0.267,0.643,81.02,4
fD9J1U2t6oBQrqiaF9nB6V,Crystal Story Tonight,Mira Gray,Summer Fire,2010,latin,42,248088,TRUE,0.635,0.701,0,-11.55,0,0.053,0.343,0.263,0.158,0.693,133.93,4
mgU7GLVzDKsdJYenqXFHOr,Neon Memory Again,Zara Star,Hidden Memory,2001,reggae,74,205348,FALSE,0.908,0.654,1,-14.769,1,0.097,0.378,0.236,0.225,0.442,66.27,4
Auh8xgJ2w0LTscv5XW2xt5,Neon Dance Again,Nico Wave,Dreaming Fire,2003,electronic,78,146435,FALSE,0.846,0.816,6,-9.861,1,0.135,0.455,0.468,0.236,0.274,124.94,3
HdfjOuoPYB2TS1lV79JU30,Electric Lights,Ivy Echo,Silver Story,2018,rock,23,267396,FALSE,0.469,0.7,4,-12.801,1,0.244,0.505,0.254,0.075,0.161,153.13,4
XOnClb1XFafgSmp12VtJm1,Falling Shadows,Nico Rhythm,Summer Stars,2025,punk,65,298624,FALSE,0.693,0.769,1,-7.451,1,0.008,0.075,0.081,0.068,0.457,146.91,4
wEERMeYUg7OfEZr5zowGQ5,Lost Waves,Mira Fox,Summer Lights,2019,electronic,67,153300,FALSE,0.628,0.557,6,-19.778,0,0.027,0.577,0.288,0.07,0.525,136.78,5
X0i2IndSAty9AerjQX0NVz,Golden Sunrise,Mira Moon,Endless Dance,2003,latin,63,258302,FALSE,0.661,0.631,7,-14.022,1,0.143,0.391,0.206,0.049,0.744,103.82,3
FoerGAFr6w0yBLqnxXiBPR,Summer Road Forever,Nova Vale,Velvet Love,2018,metal,55,150047,FALSE,0.339,0.834,0,-11.483,0,0.123,0,0.217,0.058,0.094,128.36,4
8J9f0Z5ApFi0PDFSG056MU,Northern Dance,Vera Ray,Silver Fire,2004,pop,80,138757,TRUE,0.766,0.833,3,-11.14,1,0.028,0.291,0.095,0.403,0.381,101.68,3
kvq5emtIpHUZgif4OGXKoF,Golden Fire Again,Echo River,Golden Memory,2001,metal,66,158112,FALSE,0.452,0.857,7,-8.731,0,0.042,0.376,0.046,0.12,0.285,137.58,3
9PgdyvtGiiR9q5vufAEPjl,Broken Sky Forever,Elio Stone,Last Rain,2001,r-n-b,91,125633,FALSE,0.4,0.607,5,-18.987,1,0.128,0.313,0.292,0.14,0.99,113.59,5
0uaopaPf0CSvilOSqw60zo,Last Road,Riven Beat,Neon Echo,1999,folk,46,237657,TRUE,0.421,0.577,6,-10.781,0,0.056,0.352,0.14,0.081,0.638,124.24,3
PO4yFlwVNnHYhdyOtY0Hxc,Velvet Signal,Orion Beat,Velvet Love,2017,country,82,241806,FALSE,0.551,0.506,9,-16.809,1,0.066,0.608,0.222,0.038,0.483,113.98,4
TRY42lVyyOLA9kgbYzBOAJ,Summer Road Again,Vera Star,Endless Echo,1999,blues,29,232067,FALSE,0.413,0.814,11,-13.574,0,0.252,0.24,0.311,0.088,0.468,88.66,4
fdTK4EGttMZ3VLFvVtq1Kv,Dreaming Echo,Jade Soul,Endless Rain,2016,jazz,84,239888,FALSE,0.573,0.588,10,-18.413,1,0.096,0.297,0.652,0.339,0.387,110.1,4
XcdxFDApdbgQWAez9pEHuB,Northern Story,Milo Lane,Wild Dance,2025,k-pop,63,210910,FALSE,0.836,0.756,8,-14.735,1,0.392,0.22,0.236,0.143,0.695,99.96,3
L5OQ3lSVh2RvEE48YOg4ik,Lost Rain,Jade Moon,Neon Fire,2006,pop,57,191951,FALSE,0.729,0.829,0,-11.549,0,0.001,0.25,0.169,0.382,0.433,106.69,3
uel8pQDltaUuEjZnJ2SL3k,Hidden Hearts,Zara North,Dreaming Dance,2018,classical,41,179653,FALSE,0.346,0.334,4,-19.049,0,0.072,0.806,0.369,0.234,0.529,88.05,4
jCGa0Pe0bICF75rJ7T3ArF,Neon Rhythm,Aria Miles,Hidden Shadows,2003,edm,74,173862,FALSE,0.727,0.99,9,-2,1,0.1,0.109,0.107,0.564,0.586,113.84,4
mfqemeVKGYzymBkK9HsQYD,Blue Sky,Echo Blue,Electric Dance,2008,latin,53,336692,FALSE,0.877,0.825,2,-11.303,1,0.031,0.054,0.059,0.406,0.663,94.57,4
5O6ue2Db0Qeqb7bXFKY3hb,Silent Hearts,Skye River,Silver Rhythm,2002,jazz,97,183239,FALSE,0.489,0.421,1,-18.699,0,0.189,0.574,0.254,0.616,0.71,125.2,4
WKBjSAcr2hzFfk6KnkASTm,Last Waves,Riven Star,Silver Waves,2018,metal,82,194326,FALSE,0.33,0.931,2,-6.778,0,0.159,0.199,0.063,0.009,0.375,145.88,5
ULqVD4KI4Dxx2UkExOdSUo,Crystal Moon Tonight,Mira Sky,Last Rhythm,2019,metal,54,183727,TRUE,0.375,0.766,1,-10.267,1,0.033,0.412,0.04,0.013,0.634,96.29,4
tsvsCcrtj2P4Ig4CQxEErI,Crystal Dance III,Nico Echo,Wild Story,2012,edm,43,304070,FALSE,0.83,0.876,1,-3.466,1,0.012,0.087,0.048,0.224,0.541,143.03,4
O6EgOwH3oOZA8BC2N1XSoy,Dreaming Stars,Sage Miles,Endless Moon,1995,edm,77,210145,TRUE,0.849,0.953,10,-4.23,0,0.032,0.112,0.019,0.204,0.514,111.34,4
htUKWF128hKhosOA1sMV8p,Silver Road II,Jade Lane,Silver Waves,1998,electronic,52,305089,FALSE,0.847,0.747,6,-13.475,0,0.024,0.043,0.242,0.136,0.449,139,5
pCrneDQoaDPvpjU1VGSybw,Endless Sunrise,Aria Bloom,Crystal Dance,2001,ambient,65,101296,FALSE,0.513,0.412,8,-23.002,1,0.125,0.527,0.382,0.187,0.618,55,4
PPHVeFA4eNl20o2E8Tcmzn,Midnight Fire,Sage Soul,Last Moon,2003,pop,68,191585,FALSE,0.631,0.71,10,-11.43,0,0.076,0.514,0.048,0.048,0.619,117.04,4
BrnO6UN53FgNMr01uDmlqw,Neon Shadows,Elio Rhythm,Summer Dreams,2012,electronic,61,289973,FALSE,0.644,0.845,3,-10.5,1,0.017,0,0.24,0.288,0.253,119.39,4
z2gg9JBjrQY4zCkfBJgzNY,Golden Sky,Nico Gray,Summer Journey,2003,metal,61,71829,FALSE,0.443,0.801,4,-9.072,1,0.038,0.295,0.366,0.431,0.638,158.35,4
yAykDoG3WD88BVv2xqi0sY,Burning Moon,Maya River,Midnight Fire,2008,r-n-b,53,261852,FALSE,0.757,0.517,1,-24.901,0,0.182,0.613,0.121,0.164,0.657,93.91,4
y4hvNo24xUUQldvisNKmbn,Electric Fire,Luna Star,Silent Lights,2006,rock,100,196752,FALSE,0.564,0.886,4,-8.443,0,0.081,0.217,0.221,0.068,0.636,121.53,4
qfJTnIRcNqyOabB6aWeEAD,Hidden Moon II,Leo North,Dreaming Road,2016,rock,58,177919,FALSE,0.436,0.635,0,-17.258,1,0.026,0.271,0.04,0.075,0.163,99.83,4
ActCDY7TezTKCBzJlGmQ1F,Crystal Fire,Remy Stone,Wild Journey,2004,folk,65,185722,FALSE,0.782,0.504,7,-13.062,0,0.124,0.842,0.048,0.234,0.815,116.31,3
eYhYja2BAOrQAqyasKihOA,Blue Sky,Leo Stone,Lost Love,2023,pop,83,200309,TRUE,0.829,0.681,1,-8.744,0,0.048,0.079,0.121,0.108,0.693,109.18,4
JQty3wLj5LVLwvR1h0ZggR,Falling Journey,Avery Rhythm,Summer Story,2018,jazz,61,266991,FALSE,0.473,0.419,7,-21.759,1,0.028,0.761,0.361,0.251,0.409,121.2,4
